GO.ID	Term	Annotated	Significant	Expected	P_value
109	GO:0032587	ruffle membrane	47	25	19.53	0.07137
110	GO:0005884	actin filament	44	24	18.29	0.07147
111	GO:0031083	BLOC-1 complex	12	8	4.99	0.07150
112	GO:0031088	platelet dense granule membrane	26	15	10.81	0.07160
113	GO:0030315	T-tubule	26	15	10.81	0.07160
114	GO:0016011	dystroglycan complex	6	5	2.49	0.07174
115	GO:0005751	mitochondrial respiratory chain complex IV	3	3	1.25	0.07177
116	GO:0097452	GAIT complex	3	3	1.25	0.07177
117	GO:0008385	IkappaB kinase complex	3	3	1.25	0.07177
118	GO:1902711	GABA-A receptor complex	3	3	1.25	0.07177
119	GO:0032982	myosin filament	3	3	1.25	0.07177
120	GO:0005827	polar microtubule	3	3	1.25	0.07177
121	GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex	3	3	1.25	0.07177
122	GO:0005658	alpha DNA polymerase:primase complex	3	3	1.25	0.07177
123	GO:0030130	clathrin coat of trans-Golgi network vesicle	8	5	3.32	0.07177
124	GO:0035631	CD40 receptor complex	24	14	9.97	0.07297
125	GO:0005875	microtubule associated complex	242	116	100.58	0.07314
126	GO:0042555	MCM complex	16	11	6.65	0.07382
127	GO:0032039	integrator complex	14	9	5.82	0.07390
128	GO:0030991	intraciliary transport particle A	14	9	5.82	0.07390
129	GO:0042641	actomyosin	35	18	14.55	0.07503
130	GO:0022627	cytosolic small ribosomal subunit	18	11	7.48	0.07529
131	GO:0016605	PML body	82	41	34.08	0.07532
132	GO:0030425	dendrite	309	135	128.42	0.07880
133	GO:0030175	filopodium	49	28	20.36	0.08477
134	GO:0042383	sarcolemma	87	46	36.16	0.09014
135	GO:0045177	apical part of cell	277	121	115.12	0.09438
136	GO:0005768	endosome	514	230	213.62	0.09952
137	GO:0001931	uropod	5	4	2.08	0.09954
138	GO:0032433	filopodium tip	5	4	2.08	0.09954
139	GO:0032009	early phagosome	5	4	2.08	0.09954
140	GO:0042629	mast cell granule	5	4	2.08	0.09954
141	GO:0071986	Ragulator complex	5	4	2.08	0.09954
142	GO:0005915	zonula adherens	5	4	2.08	0.09954
143	GO:0014704	intercalated disc	27	17	11.22	0.10698
144	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	43	20	17.87	0.10738
145	GO:0031982	vesicle	1788	835	743.09	0.10875
146	GO:0005901	caveola	46	26	19.12	0.11111
147	GO:0016600	flotillin complex	7	5	2.91	0.11210
148	GO:0043020	NADPH oxidase complex	7	5	2.91	0.11210
149	GO:0016020	membrane	7010	2988	2913.36	0.11296
150	GO:0042470	melanosome	76	38	31.59	0.11440
151	GO:0005852	eukaryotic translation initiation factor 3 complex	17	10	7.07	0.11596
152	GO:0030140	trans-Golgi network transport vesicle	17	11	7.07	0.11758
