GO.ID	Term	Annotated	Significant	Expected	P_value
216	GO:0001875	lipopolysaccharide immune receptor activity	1	1	0.11	0.10613
217	GO:0004351	glutamate decarboxylase activity	1	1	0.11	0.10613
218	GO:0004355	glutamate synthase (NADPH) activity	1	1	0.11	0.10613
219	GO:0004356	glutamine synthetase activity	1	1	0.11	0.10613
220	GO:0019531	oxalate transmembrane transporter activity	1	1	0.11	0.10613
221	GO:0004373	glycogen (starch) synthase activity	1	1	0.11	0.10613
222	GO:0004326	tetrahydrofolylpolyglutamate synthase activity	1	1	0.11	0.10613
223	GO:0032567	dGTP binding	1	1	0.11	0.10613
224	GO:0004850	uridine phosphorylase activity	1	1	0.11	0.10613
225	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	1	1	0.11	0.10613
226	GO:0004341	gluconolactonase activity	1	1	0.11	0.10613
227	GO:0047130	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity	1	1	0.11	0.10613
228	GO:0047131	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity	1	1	0.11	0.10613
229	GO:0000285	1-phosphatidylinositol-3-phosphate 5-kinase activity	1	1	0.11	0.10613
230	GO:0070506	high-density lipoprotein particle receptor activity	1	1	0.11	0.10613
231	GO:0004846	urate oxidase activity	1	1	0.11	0.10613
232	GO:0004306	ethanolamine-phosphate cytidylyltransferase activity	1	1	0.11	0.10613
233	GO:0004847	urea carboxylase activity	1	1	0.11	0.10613
234	GO:0008609	alkylglycerone-phosphate synthase activity	1	1	0.11	0.10613
235	GO:0004832	valine-tRNA ligase activity	1	1	0.11	0.10613
236	GO:0004838	L-tyrosine:2-oxoglutarate aminotransferase activity	1	1	0.11	0.10613
237	GO:0008265	Mo-molybdopterin cofactor sulfurase activity	1	1	0.11	0.10613
238	GO:0000215	tRNA 2'-phosphotransferase activity	1	1	0.11	0.10613
239	GO:0050459	ethanolamine-phosphate phospho-lyase activity	1	1	0.11	0.10613
240	GO:0000247	C-8 sterol isomerase activity	1	1	0.11	0.10613
241	GO:0042134	rRNA primary transcript binding	1	1	0.11	0.10613
242	GO:0050479	glyceryl-ether monooxygenase activity	1	1	0.11	0.10613
243	GO:0033990	ectoine synthase activity	1	1	0.11	0.10613
244	GO:0047280	nicotinamide phosphoribosyltransferase activity	1	1	0.11	0.10613
245	GO:0045503	dynein light chain binding	1	1	0.11	0.10613
246	GO:0051786	all-trans-retinol 13,14-reductase activity	1	1	0.11	0.10613
247	GO:0033878	hormone-sensitive lipase activity	1	1	0.11	0.10613
248	GO:0004479	methionyl-tRNA formyltransferase activity	1	1	0.11	0.10613
249	GO:0004421	hydroxymethylglutaryl-CoA synthase activity	1	1	0.11	0.10613
250	GO:0051724	NAD transmembrane transporter activity	1	1	0.11	0.10613
251	GO:0050528	acyloxyacyl hydrolase activity	1	1	0.11	0.10613
252	GO:0050513	glycoprotein 2-beta-D-xylosyltransferase activity	1	1	0.11	0.10613
253	GO:0048408	epidermal growth factor binding	1	1	0.11	0.10613
254	GO:0033989	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity	1	1	0.11	0.10613
255	GO:0004092	carnitine O-acetyltransferase activity	1	1	0.11	0.10613
256	GO:0004512	inositol-3-phosphate synthase activity	1	1	0.11	0.10613
257	GO:0035500	MH2 domain binding	1	1	0.11	0.10613
258	GO:0035501	MH1 domain binding	1	1	0.11	0.10613
259	GO:0017174	glycine N-methyltransferase activity	1	1	0.11	0.10613
260	GO:0008768	UDP-sugar diphosphatase activity	1	1	0.11	0.10613
261	GO:0004053	arginase activity	1	1	0.11	0.10613
262	GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	1	1	0.11	0.10613
