GO.ID	Term	Annotated	Significant	Expected	P_value
403	GO:0005925	focal adhesion	90	7	10.71	0.92256
404	GO:0005930	axoneme	77	12	9.16	0.92420
405	GO:0044217	other organism part	64	9	7.62	0.92991
406	GO:0005680	anaphase-promoting complex	21	1	2.5	0.93021
407	GO:0031252	cell leading edge	250	18	29.75	0.93124
408	GO:0031965	nuclear membrane	191	19	22.73	0.93261
409	GO:0005875	microtubule associated complex	242	32	28.8	0.93823
410	GO:0005747	mitochondrial respiratory chain complex I	22	1	2.62	0.93852
411	GO:0005801	cis-Golgi network	22	1	2.62	0.93852
412	GO:0030136	clathrin-coated vesicle	72	5	8.57	0.93870
413	GO:0005876	spindle microtubule	36	2	4.28	0.93891
414	GO:0031594	neuromuscular junction	36	2	4.28	0.93891
415	GO:0034707	chloride channel complex	49	3	5.83	0.94172
416	GO:0030175	filopodium	49	5	5.83	0.94477
417	GO:0010008	endosome membrane	257	26	30.58	0.94560
418	GO:0030430	host cell cytoplasm	23	1	2.74	0.94585
419	GO:0043197	dendritic spine	52	4	6.19	0.94675
420	GO:0000943	retrotransposon nucleocapsid	50	3	5.95	0.94685
421	GO:0016363	nuclear matrix	62	4	7.38	0.94715
422	GO:0005774	vacuolar membrane	296	37	35.22	0.95096
423	GO:0016324	apical plasma membrane	210	18	24.99	0.95122
424	GO:0000786	nucleosome	51	3	6.07	0.95156
425	GO:1990104	DNA bending complex	51	3	6.07	0.95156
426	GO:0045111	intermediate filament cytoskeleton	48	9	5.71	0.95189
427	GO:0043679	axon terminus	63	5	7.5	0.95235
428	GO:0030133	transport vesicle	211	26	25.11	0.95778
429	GO:0000118	histone deacetylase complex	35	2	4.16	0.95800
430	GO:0032991	protein-containing complex	3732	373	444.08	0.96226
431	GO:0071339	MLL1 complex	26	1	3.09	0.96299
432	GO:0032391	photoreceptor connecting cilium	27	1	3.21	0.96740
433	GO:0005681	spliceosomal complex	131	10	15.59	0.97125
434	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	28	1	3.33	0.97129
435	GO:1990391	DNA repair complex	44	2	5.24	0.97380
436	GO:0030027	lamellipodium	96	6	11.42	0.97781
437	GO:0005923	bicellular tight junction	73	4	8.69	0.97978
438	GO:0015630	microtubule cytoskeleton	1024	122	121.85	0.98026
