GO.ID	Term	Annotated	Significant	Expected	P_value
188	GO:0046667	compound eye retinal cell programmed cell death	7	3	0.77	0.03362
189	GO:0006607	NLS-bearing protein import into nucleus	7	3	0.77	0.03362
190	GO:0045760	positive regulation of action potential	7	3	0.77	0.03362
191	GO:0042694	muscle cell fate specification	7	3	0.77	0.03362
192	GO:0042676	compound eye cone cell fate commitment	7	3	0.77	0.03362
193	GO:0016330	second mitotic wave involved in compound eye morphogenesis	7	3	0.77	0.03362
194	GO:0036335	intestinal stem cell homeostasis	7	3	0.77	0.03362
195	GO:0030720	oocyte localization involved in germarium-derived egg chamber formation	7	3	0.77	0.03362
196	GO:0000087	mitotic M phase	7	3	0.77	0.03362
197	GO:0060060	post-embryonic retina morphogenesis in camera-type eye	7	3	0.77	0.03362
198	GO:0006271	DNA strand elongation involved in DNA replication	21	4	2.32	0.03364
199	GO:0043605	amide catabolic process	20	8	2.21	0.03389
200	GO:0002520	immune system development	136	18	15.05	0.03397
201	GO:0070328	triglyceride homeostasis	5	3	0.55	0.03399
202	GO:0070723	response to cholesterol	15	4	1.66	0.03399
203	GO:0019433	triglyceride catabolic process	7	3	0.77	0.03400
204	GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	3	2	0.33	0.03401
205	GO:0032203	telomere formation via telomerase	3	2	0.33	0.03401
206	GO:0071377	cellular response to glucagon stimulus	3	2	0.33	0.03401
207	GO:0072660	maintenance of protein location in plasma membrane	3	2	0.33	0.03401
208	GO:0060206	estrous cycle phase	3	2	0.33	0.03401
209	GO:0045060	negative thymic T cell selection	3	2	0.33	0.03401
210	GO:0060594	mammary gland specification	3	2	0.33	0.03401
211	GO:0006210	thymine catabolic process	3	2	0.33	0.03401
212	GO:0035998	7,8-dihydroneopterin 3'-triphosphate biosynthetic process	3	2	0.33	0.03401
213	GO:0009253	peptidoglycan catabolic process	3	2	0.33	0.03401
214	GO:0034112	positive regulation of homotypic cell-cell adhesion	3	2	0.33	0.03401
215	GO:0070365	hepatocyte differentiation	3	2	0.33	0.03401
216	GO:0010133	proline catabolic process to glutamate	3	2	0.33	0.03401
